OID_,Join_Count,TARGET_FID,Year,Quarter,EIN,Address,City,State,Zip,County,naics,GEOID,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,NAME,NAMELSAD,INTPTLAT,INTPTLON
236,1,236,2015.000000000000000,1.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
237,1,237,2015.000000000000000,1.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
238,1,238,2015.000000000000000,1.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
239,1,239,2015.000000000000000,1.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
240,1,240,2015.000000000000000,2.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
241,1,241,2015.000000000000000,1.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
242,1,242,2015.000000000000000,1.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
243,1,243,2015.000000000000000,2.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
244,1,244,2015.000000000000000,1.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
245,1,245,2015.000000000000000,2.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
246,1,246,2015.000000000000000,2.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,61.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
247,1,247,2015.000000000000000,2.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,61.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
248,1,248,2015.000000000000000,2.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
249,1,249,2015.000000000000000,2.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
250,1,250,2015.000000000000000,2.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
251,1,251,2015.000000000000000,2.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
252,1,252,2015.000000000000000,2.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
253,1,253,2015.000000000000000,2.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
254,1,254,2015.000000000000000,2.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
255,1,255,2015.000000000000000,3.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,61.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
256,1,256,2015.000000000000000,3.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
257,1,257,2015.000000000000000,3.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,61.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
258,1,258,2015.000000000000000,3.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
259,1,259,2015.000000000000000,3.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
260,1,260,2015.000000000000000,3.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
261,1,261,2015.000000000000000,3.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
262,1,262,2015.000000000000000,3.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
263,1,263,2015.000000000000000,3.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
264,1,264,2015.000000000000000,3.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
265,1,265,2015.000000000000000,3.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
266,1,266,2015.000000000000000,3.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
267,1,267,2015.000000000000000,4.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
268,1,268,2015.000000000000000,4.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
269,1,269,2015.000000000000000,4.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
270,1,270,2015.000000000000000,4.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,61.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
271,1,271,2015.000000000000000,4.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
272,1,272,2015.000000000000000,4.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,61.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
273,1,273,2015.000000000000000,4.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
274,1,274,2015.000000000000000,4.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
275,1,275,2015.000000000000000,4.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
276,1,276,2015.000000000000000,4.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
277,1,277,2015.000000000000000,4.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
278,1,278,2016.000000000000000,1.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
279,1,279,2015.000000000000000,4.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
280,1,280,2016.000000000000000,1.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
281,1,281,2016.000000000000000,1.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
282,1,282,2016.000000000000000,1.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
283,1,283,2016.000000000000000,1.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
284,1,284,2016.000000000000000,1.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
285,1,285,2016.000000000000000,1.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
286,1,286,2016.000000000000000,1.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
287,1,287,2016.000000000000000,1.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
288,1,288,2016.000000000000000,1.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
289,1,289,2016.000000000000000,2.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
290,1,290,2016.000000000000000,1.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
291,1,291,2016.000000000000000,2.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
292,1,292,2016.000000000000000,1.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
293,1,293,2016.000000000000000,2.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
294,1,294,2016.000000000000000,2.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
295,1,295,2016.000000000000000,2.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
296,1,296,2016.000000000000000,2.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
297,1,297,2016.000000000000000,2.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
298,1,298,2016.000000000000000,2.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
299,1,299,2016.000000000000000,2.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
300,1,300,2016.000000000000000,2.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
301,1,301,2016.000000000000000,3.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
302,1,302,2016.000000000000000,3.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
303,1,303,2016.000000000000000,2.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
304,1,304,2016.000000000000000,3.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
305,1,305,2016.000000000000000,3.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
306,1,306,2016.000000000000000,2.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
307,1,307,2016.000000000000000,3.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
308,1,308,2016.000000000000000,3.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
309,1,309,2016.000000000000000,3.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
310,1,310,2016.000000000000000,3.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
311,1,311,2016.000000000000000,3.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
312,1,312,2016.000000000000000,4.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
313,1,313,2016.000000000000000,3.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
314,1,314,2016.000000000000000,3.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
315,1,315,2016.000000000000000,3.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
316,1,316,2016.000000000000000,4.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
317,1,317,2016.000000000000000,4.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
318,1,318,2016.000000000000000,4.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
319,1,319,2016.000000000000000,4.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
320,1,320,2016.000000000000000,4.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
321,1,321,2016.000000000000000,4.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
322,1,322,2016.000000000000000,4.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
323,1,323,2016.000000000000000,4.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
324,1,324,2017.000000000000000,1.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
325,1,325,2016.000000000000000,4.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
326,1,326,2016.000000000000000,4.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
327,1,327,2017.000000000000000,1.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
328,1,328,2016.000000000000000,4.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
329,1,329,2017.000000000000000,1.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
330,1,330,2017.000000000000000,1.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
331,1,331,2017.000000000000000,1.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
332,1,332,2017.000000000000000,1.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
333,1,333,2017.000000000000000,1.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
334,1,334,2017.000000000000000,1.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
335,1,335,2017.000000000000000,1.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
336,1,336,2017.000000000000000,1.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
337,1,337,2017.000000000000000,2.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
338,1,338,2017.000000000000000,1.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
339,1,339,2017.000000000000000,1.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
340,1,340,2017.000000000000000,1.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
341,1,341,2017.000000000000000,2.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
342,1,342,2017.000000000000000,2.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
343,1,343,2017.000000000000000,2.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
344,1,344,2017.000000000000000,2.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
345,1,345,2017.000000000000000,2.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
346,1,346,2017.000000000000000,2.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
347,1,347,2017.000000000000000,2.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
348,1,348,2017.000000000000000,2.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
349,1,349,2017.000000000000000,2.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
350,1,350,2017.000000000000000,3.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
351,1,351,2017.000000000000000,2.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
352,1,352,2017.000000000000000,2.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
353,1,353,2017.000000000000000,3.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
354,1,354,2017.000000000000000,2.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
