OID_,Year,Quarter,EIN,Address,City,State,Zip,County,naics,OBJECTID,Join_Count,TARGET_FID,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CNECTAFP,NECTAFP,NCTADVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
212,2014,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,212,1,212,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
213,2014,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,213,1,213,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
214,2014,3,310411980,5299 SPRING GROVE AVE,CINCINNATI,OH,45217,61,551114,214,1,214,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
215,2014,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,215,1,215,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
216,2014,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,216,1,216,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
217,2014,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,217,1,217,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
218,2014,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,218,1,218,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
219,2014,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,219,1,219,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
220,2014,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,220,1,220,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
221,2014,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,221,1,221,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
222,2014,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,61,551114,222,1,222,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
223,2014,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,61,551114,223,1,223,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
224,2014,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,224,1,224,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
225,2014,4,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,225,1,225,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
226,2014,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,226,1,226,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
227,2014,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,227,1,227,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
228,2014,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,228,1,228,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
229,2014,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,229,1,229,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
230,2015,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,230,1,230,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
231,2014,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,231,1,231,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
232,2015,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,232,1,232,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
233,2015,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,61,551114,233,1,233,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
234,2015,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,234,1,234,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
235,2015,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,61,551114,235,1,235,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
236,2015,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,236,1,236,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
237,2015,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,237,1,237,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
238,2015,1,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,238,1,238,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
239,2015,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,239,1,239,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
240,2015,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,240,1,240,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
241,2015,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,241,1,241,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
242,2015,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,242,1,242,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
243,2015,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,243,1,243,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
244,2015,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,244,1,244,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
245,2015,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,61,551114,245,1,245,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
246,2015,2,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,246,1,246,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
247,2015,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,247,1,247,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
248,2015,2,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,61,551114,248,1,248,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
249,2015,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,249,1,249,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
250,2015,2,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,250,1,250,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
251,2015,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,251,1,251,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
252,2015,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,252,1,252,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
253,2015,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,253,1,253,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
254,2015,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,61,551114,254,1,254,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
255,2015,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,255,1,255,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
256,2015,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,256,1,256,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
257,2015,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,61,551114,257,1,257,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
258,2015,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,258,1,258,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
259,2015,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,259,1,259,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
260,2015,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,260,1,260,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
261,2015,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,261,1,261,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
262,2015,3,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,262,1,262,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
263,2015,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,263,1,263,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
264,2015,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,264,1,264,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
265,2015,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,265,1,265,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
266,2015,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,266,1,266,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
267,2015,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,267,1,267,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
268,2015,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,268,1,268,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
269,2015,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,269,1,269,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
270,2015,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,61,551114,270,1,270,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
271,2015,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,61,551114,271,1,271,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
272,2015,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,272,1,272,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
273,2015,4,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,273,1,273,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
274,2015,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,274,1,274,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
275,2015,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,275,1,275,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
276,2015,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,276,1,276,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
277,2016,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,277,1,277,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
278,2015,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,278,1,278,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
279,2016,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,279,1,279,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
280,2015,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,280,1,280,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
281,2016,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,281,1,281,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
282,2016,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,282,1,282,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
283,2016,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,283,1,283,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
284,2016,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,284,1,284,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
285,2016,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,285,1,285,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
286,2016,1,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,286,1,286,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
287,2016,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,287,1,287,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
288,2016,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,288,1,288,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
289,2016,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,289,1,289,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
290,2016,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,290,1,290,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
291,2016,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,291,1,291,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
292,2016,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,292,1,292,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
293,2016,2,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,293,1,293,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
294,2016,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,294,1,294,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
295,2016,2,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,295,1,295,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
296,2016,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,296,1,296,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
297,2016,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,297,1,297,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
298,2016,2,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,298,1,298,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
299,2016,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,299,1,299,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
300,2016,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,300,1,300,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
301,2016,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,301,1,301,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
302,2016,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,302,1,302,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
303,2016,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,303,1,303,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
304,2016,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,304,1,304,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
305,2016,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,305,1,305,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
306,2016,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,306,1,306,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
307,2016,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,307,1,307,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
308,2016,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,308,1,308,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
309,2016,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,309,1,309,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
310,2016,3,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,310,1,310,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
311,2016,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,311,1,311,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
312,2016,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,312,1,312,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
313,2016,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,313,1,313,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
314,2016,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,314,1,314,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
315,2016,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,315,1,315,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
316,2016,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,316,1,316,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
317,2016,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,317,1,317,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
318,2016,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,318,1,318,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
319,2016,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,319,1,319,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
